case,cores,scene,ops,critical_compute_cycles,pipe_work_lower_bound,lower_bound,makespan,makespan_over_compute_bound
case_097,2,A,6592,23904,5151744.0,5151744.0,10312445,2.0017386345284236
case_097,2,B,6592,23904,5151744.0,5151744.0,11122554,2.1589881018932617
case_097,2,L2,6592,23904,5151744.0,5151744.0,11122554,2.1589881018932617
case_097,3,A,6592,23904,3434496.0,3434496.0,10143886,2.953529717315146
case_097,3,B,6592,23904,3434496.0,3434496.0,10636505,3.09696240729353
case_097,3,L2,6592,23904,3434496.0,3434496.0,10636505,3.09696240729353
case_097,4,A,6592,23904,2575872.0,2575872.0,9696030,3.764173840936196
case_097,4,B,6592,23904,2575872.0,2575872.0,10661424,4.138957215265354
case_097,4,L2,6592,23904,2575872.0,2575872.0,10661424,4.138957215265354
case_097,5,A,6592,23904,2060697.6,2060697.6,9089879,4.411068853576575
case_097,5,B,6592,23904,2060697.6,2060697.6,10414151,5.053701717321357
case_097,5,L2,6592,23904,2060697.6,2060697.6,10414151,5.053701717321357
case_098,2,A,1365,6783,81350.5,81350.5,140672,1.729208794045519
case_098,2,B,1365,6783,81350.5,81350.5,128795,1.5832109206458473
case_098,2,L2,1365,6783,81350.5,81350.5,128795,1.5832109206458473
case_098,3,A,1365,6783,54233.666666666664,54233.666666666664,140785,2.595896767690426
case_098,3,B,1365,6783,54233.666666666664,54233.666666666664,128864,2.3760886534194627
case_098,3,L2,1365,6783,54233.666666666664,54233.666666666664,128864,2.3760886534194627
case_098,4,A,1365,6783,40675.25,40675.25,140785,3.461195690253901
case_098,4,B,1365,6783,40675.25,40675.25,128933,3.1698145678268728
case_098,4,L2,1365,6783,40675.25,40675.25,128933,3.1698145678268728
case_098,5,A,1365,6783,32540.2,32540.2,140593,4.320594218843154
case_098,5,B,1365,6783,32540.2,32540.2,129002,3.964388663868077
case_098,5,L2,1365,6783,32540.2,32540.2,129002,3.964388663868077
case_099,2,A,6296,2826,797742.0,797742.0,1043688,1.3083026843265115
case_099,2,B,6296,2826,797742.0,797742.0,1048261,1.3140351141095743
case_099,2,L2,6296,2826,797742.0,797742.0,1044944,1.3098771281943284
case_099,3,A,6296,2826,531828.0,531828.0,786182,1.4782636491497252
case_099,3,B,6296,2826,531828.0,531828.0,804694,1.5130718954248366
case_099,3,L2,6296,2826,531828.0,531828.0,802999,1.5098847747768076
case_099,4,A,6296,2826,398871.0,398871.0,751403,1.8838245949191594
case_099,4,B,6296,2826,398871.0,398871.0,717671,1.7992558997771209
case_099,4,L2,6296,2826,398871.0,398871.0,717325,1.798388451404088
case_099,5,A,6296,2826,319096.8,319096.8,719851,2.255901657428091
case_099,5,B,6296,2826,319096.8,319096.8,619930,1.9427647033752768
case_099,5,L2,6296,2826,319096.8,319096.8,617940,1.9365283512714637
case_100,2,A,1394,4830,51003.5,51003.5,144517,2.833472212691286
case_100,2,B,1394,4830,51003.5,51003.5,137798,2.701736155361887
case_100,2,L2,1394,4830,51003.5,51003.5,137798,2.701736155361887
case_100,3,A,1394,4830,34002.333333333336,34002.333333333336,106843,3.1422255335418154
case_100,3,B,1394,4830,34002.333333333336,34002.333333333336,103764,3.051672924407148
case_100,3,L2,1394,4830,34002.333333333336,34002.333333333336,103764,3.051672924407148
case_100,4,A,1394,4830,25501.75,25501.75,102932,4.036272020547609
case_100,4,B,1394,4830,25501.75,25501.75,102094,4.003411530581235
case_100,4,L2,1394,4830,25501.75,25501.75,102094,4.003411530581235
case_100,5,A,1394,4830,20401.4,20401.4,132675,6.5032301704784965
case_100,5,B,1394,4830,20401.4,20401.4,109822,5.383061946729145
case_100,5,L2,1394,4830,20401.4,20401.4,109822,5.383061946729145
