case,cores,scene,ops,critical_compute_cycles,pipe_work_lower_bound,lower_bound,makespan,makespan_over_compute_bound
case_089,3,B,5120,16272,196373.33333333334,196373.33333333334,243614,1.240565589353612
case_089,3,L2,5120,16272,196373.33333333334,196373.33333333334,243614,1.240565589353612
case_089,4,A,5120,16272,147280.0,147280.0,212731,1.4443984247691473
case_089,4,B,5120,16272,147280.0,147280.0,178160,1.2096686583378597
case_089,4,L2,5120,16272,147280.0,147280.0,178160,1.2096686583378597
case_089,5,A,5120,16272,117824.0,117824.0,156404,1.3274375339489408
case_089,5,B,5120,16272,117824.0,117824.0,147432,1.2512900597501357
case_089,5,L2,5120,16272,117824.0,117824.0,147432,1.2512900597501357
case_090,2,A,1664,63936,420264.0,420264.0,679752,1.6174404659928046
case_090,2,B,1664,63936,420264.0,420264.0,653297,1.5544919384006244
case_090,2,L2,1664,63936,420264.0,420264.0,644259,1.5329864085432015
case_090,3,A,1664,63936,280176.0,280176.0,589444,2.103834732453886
case_090,3,B,1664,63936,280176.0,280176.0,505100,1.8027953857575238
case_090,3,L2,1664,63936,280176.0,280176.0,502066,1.7919664782136941
case_090,4,A,1664,63936,210132.0,210132.0,544954,2.5933889174423697
case_090,4,B,1664,63936,210132.0,210132.0,494586,2.3536919650505395
case_090,4,L2,1664,63936,210132.0,210132.0,465726,2.2163497230312377
case_090,5,A,1664,63936,168105.6,168105.6,493762,2.937213275464946
case_090,5,B,1664,63936,168105.6,168105.6,465078,2.766582433898692
case_090,5,L2,1664,63936,168105.6,168105.6,408494,2.4299844859421698
case_091,2,A,31554,56912,4490680.0,4490680.0,4603691,1.0251656764677064
case_091,2,B,31554,56912,4490680.0,4490680.0,4639393,1.0331159200833726
case_091,2,L2,31554,56912,4490680.0,4490680.0,4629770,1.0309730374909813
case_091,3,A,31554,56912,2993786.6666666665,2993786.6666666665,3770747,1.2595242814005898
case_091,3,B,31554,56912,2993786.6666666665,2993786.6666666665,3133076,1.0465261385803486
case_091,3,L2,31554,56912,2993786.6666666665,2993786.6666666665,3113190,1.0398837147158115
case_091,4,A,31554,56912,2245340.0,2245340.0,2380234,1.0600773156849297
case_091,4,B,31554,56912,2245340.0,2245340.0,2357936,1.0501465256932134
case_091,4,L2,31554,56912,2245340.0,2245340.0,2348489,1.0459391450737974
case_091,5,A,31554,56912,1796272.0,1796272.0,2385440,1.3279948693739032
case_091,5,B,31554,56912,1796272.0,1796272.0,1968372,1.0958095433208335
case_091,5,L2,31554,56912,1796272.0,1796272.0,1955324,1.0885456100189725
case_092,2,A,17608,28456,1857076.0,1857076.0,3101630,1.6701685876076153
case_092,2,B,17608,28456,1857076.0,1857076.0,2828252,1.5229597496279097
case_092,2,L2,17608,28456,1857076.0,1857076.0,2358868,1.2702054197028017
case_092,3,A,17608,28456,1238050.6666666667,1238050.6666666667,2428720,1.9617290837854777
case_092,3,B,17608,28456,1238050.6666666667,1238050.6666666667,2230683,1.8017703637330942
case_092,3,L2,17608,28456,1238050.6666666667,1238050.6666666667,1789584,1.4454852682388872
case_092,4,A,17608,28456,928538.0,928538.0,2428720,2.615638778380637
case_092,4,B,17608,28456,928538.0,928538.0,1927728,2.0760895084530735
case_092,4,L2,17608,28456,928538.0,928538.0,1470508,1.5836810125164507
case_092,5,A,17608,28456,742830.4,742830.4,2428720,3.269548472975796
case_092,5,B,17608,28456,742830.4,742830.4,1649430,2.2204664752546477
case_092,5,L2,17608,28456,742830.4,742830.4,1351088,1.8188377858525984
case_093,2,A,552,400,36984.0,36984.0,39783,1.0756813757300454
case_093,2,B,552,400,36984.0,36984.0,37827,1.0227936404931863
case_093,2,L2,552,400,36984.0,36984.0,37827,1.0227936404931863
case_093,3,A,552,400,24656.0,24656.0,26140,1.060188189487346
case_093,3,B,552,400,24656.0,24656.0,25103,1.0181294613887086
case_093,3,L2,552,400,24656.0,24656.0,25103,1.0181294613887086
case_093,4,A,552,400,18492.0,18492.0,21225,1.1477936404931863
case_093,4,B,552,400,18492.0,18492.0,19779,1.0695976638546398
case_093,4,L2,552,400,18492.0,18492.0,19779,1.0695976638546398
case_093,5,A,552,400,14793.6,14793.6,18708,1.2646009085009733
case_093,5,B,552,400,14793.6,14793.6,15876,1.0731667748215443
case_093,5,L2,552,400,14793.6,14793.6,15876,1.0731667748215443
case_094,2,A,647,2484,35472.0,35472.0,64829,1.8276105096977897
case_094,2,B,647,2484,35472.0,35472.0,53751,1.5153078484438431
case_094,2,L2,647,2484,35472.0,35472.0,53748,1.5152232746955345
case_094,3,A,647,2484,23648.0,23648.0,64829,2.7414157645466846
case_094,3,B,647,2484,23648.0,23648.0,44129,1.8660774695534506
case_094,3,L2,647,2484,23648.0,23648.0,44007,1.8609184709066307
case_094,4,A,647,2484,17736.0,17736.0,62197,3.5068222823635544
case_094,4,B,647,2484,17736.0,17736.0,37959,2.1402232746955345
case_094,4,L2,647,2484,17736.0,17736.0,36999,2.0860960757780784
case_094,5,A,647,2484,14188.8,14188.8,62197,4.383527852954443
case_094,5,B,647,2484,14188.8,14188.8,34919,2.4610255976544884
case_094,5,L2,647,2484,14188.8,14188.8,33281,2.3455824312133515
case_095,2,A,3696,4512,534996.0,534996.0,1069759,1.9995644827251045
case_095,2,B,3696,4512,534996.0,534996.0,1042890,1.949341677320952
case_095,2,L2,3696,4512,534996.0,534996.0,1042890,1.949341677320952
case_095,3,A,3696,4512,356664.0,356664.0,717020,2.0103514792633965
case_095,3,B,3696,4512,356664.0,356664.0,695775,1.9507856133503803
case_095,3,L2,3696,4512,356664.0,356664.0,695775,1.9507856133503803
case_095,4,A,3696,4512,267498.0,267498.0,547917,2.048303164883476
case_095,4,B,3696,4512,267498.0,267498.0,524422,1.9604707324914579
case_095,4,L2,3696,4512,267498.0,267498.0,524422,1.9604707324914579
case_095,5,A,3696,4512,213998.4,213998.4,434594,2.0308282678749
case_095,5,B,3696,4512,213998.4,213998.4,420852,1.9666128344884821
case_095,5,L2,3696,4512,213998.4,213998.4,420852,1.9666128344884821
case_096,2,A,1198,9417,26565.0,26565.0,67551,2.5428571428571427
case_096,2,B,1198,9417,26565.0,26565.0,46764,1.760361377752682
case_096,2,L2,1198,9417,26565.0,26565.0,46622,1.7550159984942593
case_096,3,A,1198,9417,17710.0,17710.0,62103,3.5066629023150764
case_096,3,B,1198,9417,17710.0,17710.0,32131,1.8142857142857143
case_096,3,L2,1198,9417,17710.0,17710.0,31854,1.798644833427442
case_096,4,A,1198,9417,13282.5,13282.5,59144,4.452776209297949
case_096,4,B,1198,9417,13282.5,13282.5,30278,2.2795407491059665
case_096,4,L2,1198,9417,13282.5,13282.5,29041,2.186410690758517
case_096,5,A,1198,9417,10626.0,10626.0,59577,5.606719367588933
case_096,5,B,1198,9417,10626.0,10626.0,30114,2.83399209486166
case_096,5,L2,1198,9417,10626.0,10626.0,29214,2.749294184076793
case_097,2,A,6592,23904,5151744.0,5151744.0,5296084,1.0280176965315047
case_097,2,B,6592,23904,5151744.0,5151744.0,5605050,1.0879907852564104
case_097,2,L2,6592,23904,5151744.0,5151744.0,5604688,1.0879205177897038
case_097,3,A,6592,23904,3434496.0,3434496.0,4430040,1.2898661113595706
case_097,3,B,6592,23904,3434496.0,3434496.0,3658100,1.065105331320811
case_097,3,L2,6592,23904,3434496.0,3434496.0,3657797,1.0650171087693798
case_097,4,A,6592,23904,2575872.0,2575872.0,2840104,1.1025796312860265
case_097,4,B,6592,23904,2575872.0,2575872.0,2626908,1.019813096302922
case_097,4,L2,6592,23904,2575872.0,2575872.0,2626908,1.019813096302922
case_097,5,A,6592,23904,2060697.6,2060697.6,2840104,1.3782245391075332
case_097,5,B,6592,23904,2060697.6,2060697.6,2268974,1.101070821842079
case_097,5,L2,6592,23904,2060697.6,2060697.6,2268974,1.101070821842079
case_098,2,A,1365,6783,81350.5,81350.5,140672,1.729208794045519
case_098,2,B,1365,6783,81350.5,81350.5,113972,1.400999379229384
case_098,2,L2,1365,6783,81350.5,81350.5,113759,1.3983810794033227
case_098,3,A,1365,6783,54233.666666666664,54233.666666666664,136636,2.5193944720683956
case_098,3,B,1365,6783,54233.666666666664,54233.666666666664,90886,1.6758225210662505
case_098,3,L2,1365,6783,54233.666666666664,54233.666666666664,88997,1.6409917578871673
case_098,4,A,1365,6783,40675.25,40675.25,135890,3.340852238154652
case_098,4,B,1365,6783,40675.25,40675.25,75598,1.8585749319303508
case_098,4,L2,1365,6783,40675.25,40675.25,72630,1.7856067264491307
case_098,5,A,1365,6783,32540.2,32540.2,135828,4.1741599621391385
case_098,5,B,1365,6783,32540.2,32540.2,68311,2.0992802748600194
case_098,5,L2,1365,6783,32540.2,32540.2,65626,2.016766952876749
case_099,2,A,6296,2826,797742.0,797742.0,921704,1.1553910913553505
case_099,2,B,6296,2826,797742.0,797742.0,905408,1.1349634342932928
case_099,2,L2,6296,2826,797742.0,797742.0,905096,1.1345723304025612
case_099,3,A,6296,2826,531828.0,531828.0,719208,1.352331956948487
case_099,3,B,6296,2826,531828.0,531828.0,644787,1.212397617274758
case_099,3,L2,6296,2826,531828.0,531828.0,643982,1.21088397000534
case_099,4,A,6296,2826,398871.0,398871.0,564016,1.414031102787618
case_099,4,B,6296,2826,398871.0,398871.0,523117,1.3114941923579302
case_099,4,L2,6296,2826,398871.0,398871.0,521841,1.3082951630978437
case_099,5,A,6296,2826,319096.8,319096.8,573313,1.796674238036859
case_099,5,B,6296,2826,319096.8,319096.8,407777,1.277910026048522
case_099,5,L2,6296,2826,319096.8,319096.8,387283,1.2136850009150828
case_100,2,A,1394,4830,51003.5,51003.5,144517,2.833472212691286
case_100,2,B,1394,4830,51003.5,51003.5,86596,1.6978442655896164
case_100,2,L2,1394,4830,51003.5,51003.5,86289,1.6918250708284726
case_100,3,A,1394,4830,34002.333333333336,34002.333333333336,106843,3.1422255335418154
case_100,3,B,1394,4830,34002.333333333336,34002.333333333336,69964,2.0576234964267157
case_100,3,L2,1394,4830,34002.333333333336,34002.333333333336,68548,2.0159792955385414
case_100,4,A,1394,4830,25501.75,25501.75,102932,4.036272020547609
case_100,4,B,1394,4830,25501.75,25501.75,61233,2.401129334261374
case_100,4,L2,1394,4830,25501.75,25501.75,60413,2.368974678208358
case_100,5,A,1394,4830,20401.4,20401.4,122185,5.98904977109414
case_100,5,B,1394,4830,20401.4,20401.4,59264,2.9048986834236863
case_100,5,L2,1394,4830,20401.4,20401.4,57848,2.8354916819433957
